Date,Open,High,Low,Close,Adj Close,Volume
2010-09-23,2.880000,2.995000,2.855000,2.905000,2.667545,124087200
2010-09-24,2.970000,3.075000,2.947500,3.065000,2.814467,108697600
2010-09-27,3.087500,3.090000,2.960000,3.000000,2.754780,99950400
2010-09-28,3.002500,3.035000,2.940000,2.992500,2.747892,72319200
2010-09-29,2.965000,3.057500,2.937500,2.970000,2.727232,97490400
2010-09-30,3.007500,3.042500,2.895000,2.920000,2.681320,78763200
2010-10-01,2.962500,2.967500,2.815000,2.837500,2.605562,99912000
2010-10-04,2.810000,2.857500,2.752500,2.810000,2.580310,74950000
2010-10-05,2.870000,2.875000,2.822500,2.830000,2.598675,75358800
2010-10-06,2.830000,2.842500,2.667500,2.695000,2.474710,105760400
2010-10-07,2.707500,2.710000,2.595000,2.675000,2.456345,76148800
2010-10-08,2.665000,2.737500,2.627500,2.715000,2.493076,70693200
2010-10-11,2.727500,2.750000,2.690000,2.702500,2.481598,44268000
2010-10-12,2.680000,2.767500,2.657500,2.755000,2.529806,60520800
2010-10-13,2.800000,2.875000,2.770000,2.835000,2.603267,96873200
2010-10-14,2.837500,2.842500,2.777500,2.790000,2.561945,59917200
2010-10-15,2.835000,2.867500,2.790000,2.822500,2.591788,63994000
2010-10-18,2.825000,2.852500,2.775000,2.840000,2.607857,44815600
2010-10-19,2.777500,2.842500,2.755000,2.822500,2.591788,86613600
2010-10-20,2.825000,2.900000,2.775000,2.822500,2.591788,76353200
2010-10-21,2.825000,2.830000,2.730000,2.772500,2.545875,101442800
2010-10-22,2.790000,2.972500,2.760000,2.950000,2.708866,132267600
2010-10-25,2.972500,3.000000,2.945000,2.977500,2.734118,67313600
2010-10-26,2.942500,3.012500,2.917500,2.967500,2.724935,67524800
2010-10-27,2.940000,3.020000,2.932500,3.010000,2.763962,49679600
2010-10-28,3.050000,3.060000,2.985000,3.012500,2.766258,70444800
2010-10-29,3.007500,3.037500,2.975000,3.005000,2.759370,55466400
2010-11-01,3.025000,3.072500,2.985000,3.010000,2.763962,47392000
2010-11-02,3.022500,3.122500,3.005000,3.072500,2.821353,58103600
2010-11-03,3.092500,3.115000,3.012500,3.095000,2.842014,67174800
2010-11-04,3.125000,3.157500,3.095000,3.100000,2.846605,70001600
2010-11-05,3.122500,3.180000,3.107500,3.152500,2.894814,73511600
2010-11-08,3.150000,3.192500,3.125000,3.165000,2.906292,60515600
2010-11-09,3.165000,3.190000,3.130000,3.147500,2.890223,63396400
2010-11-10,3.170000,3.185000,3.125000,3.185000,2.924658,52101600
2010-11-11,3.110000,3.205000,3.067500,3.152500,2.894814,108998000
2010-11-12,3.272500,3.420000,3.257500,3.315000,3.044031,214256000
2010-11-15,3.330000,3.377500,3.267500,3.275000,3.007301,73354800
2010-11-16,3.220000,3.265000,3.172500,3.177500,2.917771,73935600
2010-11-17,3.175000,3.267500,3.145000,3.230000,2.965979,55176400
2010-11-18,3.272500,3.362500,3.272500,3.330000,3.057806,99312000
2010-11-19,3.322500,3.450000,3.317500,3.437500,3.156519,71648400
2010-11-22,3.415000,3.460000,3.385000,3.440000,3.158814,46266800
2010-11-23,3.400000,3.435000,3.335000,3.360000,3.085353,45783200
2010-11-24,3.395000,3.455000,3.392500,3.442500,3.161109,39778400
2010-11-26,3.440000,3.460000,3.400000,3.400000,3.122083,14310400
2010-11-29,3.385000,3.450000,3.370000,3.437500,3.156519,46819200
2010-11-30,3.385000,3.420000,3.340000,3.402500,3.124379,72093600
2010-12-01,3.470000,3.575000,3.465000,3.552500,3.262118,62653600
2010-12-02,3.552500,3.617500,3.550000,3.595000,3.301144,52931600
2010-12-03,3.577500,3.697500,3.570000,3.697500,3.395266,60604400
2010-12-06,3.710000,3.717500,3.612500,3.627500,3.330988,43842400
2010-12-07,3.712500,3.832500,3.705000,3.745000,3.438883,102681200
2010-12-08,3.740000,3.817500,3.712500,3.777500,3.468726,61325200
2010-12-09,3.687500,3.740000,3.635000,3.715000,3.411335,94240800
2010-12-10,3.715000,3.772500,3.705000,3.737500,3.431996,45190000
2010-12-13,3.752500,3.760000,3.632500,3.642500,3.344761,60910800
2010-12-14,3.712500,3.780000,3.642500,3.647500,3.349353,75516000
2010-12-15,3.655000,3.700000,3.562500,3.567500,3.275892,62417600
2010-12-16,3.605000,3.625000,3.562500,3.572500,3.280484,63187200
2010-12-17,3.575000,3.612500,3.532500,3.592500,3.298849,59315600
2010-12-20,3.605000,3.622500,3.575000,3.577500,3.285074,34408800
2010-12-21,3.612500,3.717500,3.610000,3.717500,3.413630,46695200
2010-12-22,3.710000,3.762500,3.675000,3.757500,3.450361,47798800
2010-12-23,3.757500,3.757500,3.715000,3.730000,3.425109,27378400
2010-12-27,3.720000,3.777500,3.652500,3.750000,3.443475,25550000
2010-12-28,3.750000,3.775000,3.712500,3.735000,3.429700,19426000
2010-12-29,3.732500,3.762500,3.700000,3.735000,3.429700,17766000
2010-12-30,3.730000,3.770000,3.717500,3.747500,3.441178,17448800
2010-12-31,3.750000,3.855000,3.745000,3.850000,3.535300,39125200
2011-01-03,3.880000,3.992500,3.875000,3.955000,3.631718,81744800
2011-01-04,3.962500,3.980000,3.855000,3.942500,3.620239,65138400
2011-01-05,4.015000,4.250000,3.975000,4.245000,3.898013,142821600
2011-01-06,4.355000,4.835000,4.342500,4.832500,4.437489,349331200
2011-01-07,4.777500,4.982500,4.670000,4.967500,4.561455,257998400
2011-01-10,4.877500,5.167500,4.840000,5.157500,4.735925,175034800
2011-01-11,5.227500,5.277500,4.967500,5.077500,4.662464,271108800
2011-01-12,5.080000,5.842500,5.062500,5.837500,5.360343,343189600
2011-01-13,5.775000,5.960000,5.595000,5.847500,5.369524,269519200
2011-01-14,5.747500,5.995000,5.712500,5.897500,5.415437,159535200
2011-01-18,5.817500,5.857500,5.617500,5.760000,5.289177,181334800
2011-01-19,5.762500,5.900000,5.590000,5.602500,5.144552,119789600
2011-01-20,5.547500,5.640000,5.447500,5.607500,5.149143,111140800
2011-01-21,5.667500,5.747500,5.545000,5.555000,5.100932,73924400
2011-01-24,5.810000,6.262500,5.745000,6.182500,5.677141,205690000
2011-01-25,6.155000,6.220000,5.952500,5.992500,5.502672,108685600
2011-01-26,6.055000,6.250000,6.012500,6.135000,5.633524,107466000
2011-01-27,6.222500,6.237500,6.000000,6.117500,5.617454,65739600
2011-01-28,6.132500,6.235000,5.800000,5.940000,5.454463,109479600
2011-01-31,5.950000,6.062500,5.852500,5.980000,5.491194,75016000
2011-02-01,6.032500,6.162500,5.992500,6.117500,5.617454,65410400
2011-02-02,6.082500,6.542500,6.082500,6.395000,5.872271,160661600
2011-02-03,6.405000,6.405000,6.137500,6.275000,5.762080,103077600
2011-02-04,6.362500,6.467500,6.337500,6.417500,5.892933,87290000
2011-02-07,6.330000,6.357500,6.127500,6.150000,5.647298,93423600
2011-02-08,6.157500,6.197500,5.940000,5.967500,5.479715,107658400
2011-02-09,5.990000,6.050000,5.715000,5.822500,5.346569,127752000
2011-02-10,5.692500,5.802500,5.650000,5.705000,5.238671,104235200
2011-02-11,5.685000,6.052500,5.592500,5.867500,5.387889,135927600
2011-02-14,5.937500,6.125000,5.755000,5.777500,5.305246,128782800
2011-02-15,5.787500,5.807500,5.612500,5.637500,5.176688,88698000
2011-02-16,5.712500,5.927500,5.692500,5.845000,5.367229,131836400
2011-02-17,5.680000,6.502500,5.652500,6.420000,5.895230,347009600
2011-02-18,6.385000,6.487500,6.307500,6.407500,5.883749,139441200
2011-02-22,6.197500,6.215000,5.782500,5.802500,5.328203,139664800
2011-02-23,5.802500,5.857500,5.445000,5.527500,5.075680,149160400
2011-02-24,5.555000,5.760000,5.515000,5.662500,5.199646,124612000
2011-02-25,5.815000,5.875000,5.735000,5.780000,5.307541,77565200
2011-02-28,5.875000,5.877500,5.535000,5.665000,5.201941,90369600
2011-03-01,5.675000,5.747500,5.412500,5.412500,4.970081,98844800
2011-03-02,5.405000,5.507500,5.062500,5.187500,4.763474,171814000
2011-03-03,5.307500,5.337500,5.060000,5.217500,4.791021,159370400
2011-03-04,5.222500,5.275000,5.132500,5.190000,4.765769,95976000
2011-03-07,5.227500,5.245000,4.987500,5.117500,4.699195,101914000
2011-03-08,5.172500,5.200000,4.780000,4.887500,4.487995,194718400
2011-03-09,4.872500,4.920000,4.742500,4.785000,4.393872,131897600
2011-03-10,4.675000,4.710000,4.475000,4.480000,4.113804,172273600
2011-03-11,4.517500,4.637500,4.415000,4.512500,4.143645,148683200
2011-03-14,4.547500,4.662500,4.475000,4.550000,4.178082,100336000
2011-03-15,4.327500,4.490000,4.252500,4.415000,4.054116,125628000
2011-03-16,4.375000,4.587500,4.325000,4.382500,4.024274,147652000
2011-03-17,4.500000,4.507500,4.300000,4.465000,4.100030,123851600
2011-03-18,4.535000,4.550000,4.400000,4.405000,4.044936,88696000
2011-03-21,4.500000,4.545000,4.395000,4.440000,4.077074,75183200
2011-03-22,4.427500,4.470000,4.342500,4.362500,4.005907,71833200
2011-03-23,4.355000,4.465000,4.260000,4.452500,4.088552,78239600
2011-03-24,4.547500,4.862500,4.537500,4.807500,4.414534,178059200
2011-03-25,4.850000,4.862500,4.650000,4.657500,4.276795,119639200
2011-03-28,4.767500,4.910000,4.725000,4.830000,4.435194,120428400
2011-03-29,4.830000,4.847500,4.727500,4.792500,4.400762,71576400
2011-03-30,4.830000,4.850000,4.552500,4.612500,4.235473,117632000
2011-03-31,4.620000,4.670000,4.530000,4.615000,4.237771,65511200
2011-04-01,4.675000,4.680000,4.487500,4.550000,4.178082,85007200
2011-04-04,4.550000,4.562500,4.355000,4.387500,4.028864,92432800
2011-04-05,4.452500,4.487500,4.385000,4.395000,4.035751,82107600
2011-04-06,4.427500,4.432500,4.327500,4.365000,4.008203,85698400
2011-04-07,4.375000,4.552500,4.357500,4.525000,4.155126,102120800
2011-04-08,4.560000,4.560000,4.375000,4.387500,4.028864,74655200
2011-04-11,4.405000,4.427500,4.282500,4.330000,3.976066,54620800
2011-04-12,4.287500,4.372500,4.207500,4.342500,3.987544,84075600
2011-04-13,4.387500,4.467500,4.332500,4.440000,4.077074,74958800
2011-04-14,4.400000,4.630000,4.375000,4.627500,4.249247,125470400
2011-04-15,4.592500,4.735000,4.570000,4.677500,4.295163,96972000
2011-04-18,4.567500,4.597500,4.450000,4.522500,4.152829,74358400
2011-04-19,4.525000,4.542500,4.382500,4.505000,4.136761,65986000
2011-04-20,4.670000,4.737500,4.567500,4.642500,4.263020,65051600
2011-04-21,4.692500,4.722500,4.620000,4.630000,4.251544,42130000
2011-04-25,4.650000,4.780000,4.647500,4.702500,4.318115,61961200
2011-04-26,4.742500,4.872500,4.695000,4.825000,4.430602,67600000
2011-04-27,4.850000,4.850000,4.725000,4.825000,4.430602,45000400
2011-04-28,4.825000,4.975000,4.770000,4.877500,4.478813,68400000
2011-04-29,4.910000,5.110000,4.902500,5.000000,4.591299,83600000
2011-05-02,5.105000,5.107500,4.907500,4.932500,4.529315,61382400
2011-05-03,4.875000,4.890000,4.637500,4.697500,4.313527,80800000
2011-05-04,4.712500,4.765000,4.575000,4.662500,4.281385,63935600
2011-05-05,4.625000,4.720000,4.562500,4.665000,4.283681,54400000
2011-05-06,4.762500,4.875000,4.725000,4.830000,4.435194,84108000
2011-05-09,4.845000,4.962500,4.832500,4.937500,4.533908,70632800
2011-05-10,4.977500,4.982500,4.895000,4.945000,4.540795,69097600
2011-05-11,4.970000,5.020000,4.900000,4.967500,4.561455,61600000
2011-05-12,4.950000,5.130000,4.937500,5.125000,4.706083,122400000
2011-05-13,4.800000,4.812500,4.530000,4.565000,4.191855,202519200
2011-05-16,4.552500,4.562500,4.422500,4.425000,4.063301,72818800
2011-05-17,4.410000,4.412500,4.280000,4.407500,4.047230,142036400
2011-05-18,4.425000,4.547500,4.410000,4.510000,4.141353,65884400
2011-05-19,4.545000,4.547500,4.377500,4.445000,4.081666,65088400
2011-05-20,4.435000,4.532500,4.415000,4.522500,4.152829,57582000
2011-05-23,4.457500,4.550000,4.400000,4.517500,4.148238,58800000
2011-05-24,4.540000,4.717500,4.527500,4.535000,4.164308,72037200
2011-05-25,4.512500,4.620000,4.467500,4.590000,4.214814,54531200
2011-05-26,4.590000,4.745000,4.577500,4.705000,4.320412,70643600
2011-05-27,4.725000,4.882500,4.720000,4.875000,4.476517,65882400
2011-05-31,4.970000,5.012500,4.850000,5.010000,4.600482,120071600
2011-06-01,4.987500,4.995000,4.775000,4.785000,4.393872,76220800
2011-06-02,4.792500,4.827500,4.705000,4.762500,4.373213,60759200
2011-06-03,4.707500,4.750000,4.592500,4.615000,4.237771,54930000
2011-06-06,4.607500,4.650000,4.512500,4.517500,4.148238,43598800
2011-06-07,4.552500,4.577500,4.495000,4.515000,4.145944,43395600
2011-06-08,4.492500,4.520000,4.357500,4.392500,4.033456,56928800
2011-06-09,4.390000,4.400000,4.185000,4.342500,3.987544,74163200
2011-06-10,4.350000,4.377500,4.245000,4.280000,3.930152,49354800
2011-06-13,4.280000,4.335000,4.220000,4.250000,3.902605,57476000
2011-06-14,4.287500,4.380000,4.267500,4.285000,3.934743,53457600
2011-06-15,4.227500,4.252500,4.105000,4.192500,3.849805,93591600
2011-06-16,4.195000,4.260000,3.987500,4.047500,3.716657,102490800
2011-06-17,4.095000,4.097500,3.827500,3.952500,3.629422,146788400
2011-06-20,3.917500,4.000000,3.875000,3.905000,3.585805,74596000
2011-06-21,3.920000,4.020000,3.882500,3.990000,3.663857,70427600
2011-06-22,3.962500,4.015000,3.927500,3.935000,3.613353,65172000
2011-06-23,3.885000,4.080000,3.850000,4.052500,3.721247,74402400
2011-06-24,4.032500,4.067500,3.910000,3.935000,3.613353,52905200
2011-06-27,3.935000,3.960000,3.715000,3.852500,3.537596,114215200
2011-06-28,3.852500,3.920000,3.825000,3.875000,3.558257,69220000
2011-06-29,3.900000,3.975000,3.765000,3.935000,3.613353,96054400
2011-06-30,3.945000,4.027500,3.885000,3.985000,3.659264,65230000
2011-07-01,3.985000,4.052500,3.905000,4.037500,3.707474,54080400
2011-07-05,4.032500,4.070000,3.935000,3.970000,3.645491,53529600
2011-07-06,3.967500,3.975000,3.870000,3.917500,3.597284,52958000
2011-07-07,3.937500,3.957500,3.862500,3.932500,3.611057,98613600
2011-07-08,3.877500,3.905000,3.825000,3.857500,3.542187,61951600
2011-07-11,3.785000,3.800000,3.712500,3.722500,3.418222,71438800
2011-07-12,3.705000,3.740000,3.610000,3.672500,3.372309,86760400
2011-07-13,3.722500,3.747500,3.630000,3.665000,3.365422,63436800
2011-07-14,3.680000,3.702500,3.502500,3.520000,3.232274,108899600
2011-07-15,3.540000,3.562500,3.452500,3.525000,3.236866,82773600
2011-07-18,3.497500,3.517500,3.405000,3.450000,3.167996,81820000
2011-07-19,3.460000,3.562500,3.460000,3.555000,3.264413,60222400
2011-07-20,3.567500,3.587500,3.500000,3.510000,3.223092,66295600
2011-07-21,3.515000,3.700000,3.462500,3.675000,3.374605,114342000
2011-07-22,3.707500,3.762500,3.660000,3.750000,3.443475,73719200
2011-07-25,3.692500,3.707500,3.637500,3.690000,3.388379,56692000
2011-07-26,3.585000,3.675000,3.547500,3.600000,3.305735,69827600
2011-07-27,3.550000,3.567500,3.455000,3.465000,3.181770,65221200
2011-07-28,3.452500,3.530000,3.397500,3.457500,3.174884,64817600
2011-07-29,3.422500,3.490000,3.405000,3.457500,3.174884,67765600
2011-08-01,3.537500,3.652500,3.507500,3.642500,3.344761,101962000
2011-08-02,3.617500,3.845000,3.605000,3.605000,3.310327,135643200
2011-08-03,3.612500,3.715000,3.577500,3.702500,3.399857,76523600
2011-08-04,3.635000,3.635000,3.350000,3.350000,3.076170,97973200
2011-08-05,3.427500,3.470000,3.150000,3.237500,2.972865,127058800
2011-08-08,3.080000,3.190000,2.962500,2.982500,2.738710,108418000
2011-08-09,3.040000,3.237500,3.000000,3.232500,2.968275,132983200
2011-08-10,3.137500,3.227500,3.067500,3.085000,2.832832,114005200
2011-08-11,3.085000,3.397500,3.085000,3.352500,3.078466,107879200
2011-08-12,3.710000,3.715000,3.167500,3.220000,2.956796,319578400
2011-08-15,3.252500,3.350000,3.235000,3.342500,3.069284,86415200
2011-08-16,3.305000,3.350000,3.187500,3.247500,2.982049,71686800
2011-08-17,3.257500,3.312500,3.160000,3.202500,2.940727,55332800
2011-08-18,3.057500,3.087500,2.950000,2.985000,2.741005,80256400
2011-08-19,2.935000,3.097500,2.912500,2.932500,2.692797,76133200
2011-08-22,3.015000,3.050000,2.952500,2.985000,2.741005,61187600
2011-08-23,3.057500,3.310000,3.052500,3.307500,3.037144,93831200
2011-08-24,3.300000,3.310000,3.175000,3.260000,2.993527,68750000
2011-08-25,3.195000,3.252500,3.115000,3.120000,2.864970,69096800
2011-08-26,3.107500,3.285000,3.052500,3.252500,2.986640,73266000
2011-08-29,3.345000,3.352500,3.267500,3.340000,3.066988,60152800
2011-08-30,3.317500,3.447500,3.295000,3.420000,3.140448,68476000
2011-08-31,3.445000,3.480000,3.300000,3.327500,3.055509,70580800
2011-09-01,3.372500,3.445000,3.317500,3.320000,3.048623,76231200
2011-09-02,3.245000,3.290000,3.205000,3.230000,2.965979,47135600
2011-09-06,3.125000,3.302500,3.095000,3.295000,3.025666,69624800
2011-09-07,3.562500,3.660000,3.465000,3.562500,3.271301,160662000
2011-09-08,3.527500,3.612500,3.487500,3.545000,3.255231,88016400
2011-09-09,3.515000,3.610000,3.440000,3.470000,3.186363,86982800
2011-09-12,3.422500,3.582500,3.422500,3.552500,3.262118,91648000
2011-09-13,3.582500,3.650000,3.527500,3.632500,3.335578,85383600
2011-09-14,3.727500,3.867500,3.725000,3.820000,3.507753,154719200
2011-09-15,3.905000,3.925000,3.840000,3.875000,3.558257,75290800
2011-09-16,3.882500,4.025000,3.845000,3.865000,3.549074,139158800
2011-09-19,3.800000,3.827500,3.687500,3.785000,3.475613,96820400
2011-09-20,3.832500,3.847500,3.670000,3.687500,3.386083,79243600
2011-09-21,3.707500,3.772500,3.615000,3.617500,3.321805,71525200
2011-09-22,3.475000,3.480000,3.312500,3.377500,3.101422,131463200
2011-09-23,3.357500,3.545000,3.337500,3.447500,3.165701,101144000
2011-09-26,3.490000,3.500000,3.300000,3.455000,3.172588,97212400
2011-09-27,3.542500,3.572500,3.432500,3.460000,3.177179,78138800
2011-09-28,3.467500,3.555000,3.300000,3.355000,3.080762,123653200
2011-09-29,3.415000,3.472500,3.187500,3.272500,3.005004,86641600
2011-09-30,3.220000,3.237500,3.122500,3.127500,2.871858,67778400
2011-10-03,3.087500,3.185000,2.952500,2.952500,2.711162,94989600
2011-10-04,2.880000,3.225000,2.867500,3.225000,2.961388,136154800
2011-10-05,3.217500,3.370000,3.152500,3.340000,3.066988,85670800
2011-10-06,3.357500,3.482500,3.352500,3.472500,3.188657,77319200
2011-10-07,3.487500,3.590000,3.415000,3.537500,3.248344,80697600
2011-10-10,3.597500,3.695000,3.590000,3.695000,3.392970,53437600
2011-10-11,3.665000,3.725000,3.642500,3.655000,3.356240,81608000
2011-10-12,3.725000,3.727500,3.650000,3.652500,3.353944,61206400
2011-10-13,3.635000,3.872500,3.625000,3.865000,3.549074,85483200
2011-10-14,3.932500,3.972500,3.835000,3.930000,3.608760,70245200
2011-10-17,3.885000,3.885000,3.715000,3.735000,3.429700,61178000
2011-10-18,3.715000,3.880000,3.692500,3.870000,3.553664,59091600
2011-10-19,3.875000,3.942500,3.782500,3.792500,3.482501,55756800
2011-10-20,3.690000,3.705000,3.460000,3.602500,3.308031,99030800
2011-10-21,3.647500,3.707500,3.560000,3.620000,3.324101,62842800
2011-10-24,3.635000,3.812500,3.627500,3.755000,3.448066,53525600
2011-10-25,3.702500,3.732500,3.605000,3.612500,3.317214,57799600
2011-10-26,3.682500,3.702500,3.550000,3.655000,3.356240,50311600
2011-10-27,3.790000,3.850000,3.705000,3.812500,3.500866,57773200
2011-10-28,3.780000,3.935000,3.770000,3.900000,3.581213,49015600
2011-10-31,3.775000,3.797500,3.700000,3.700000,3.397562,51998400
2011-11-01,3.565000,3.575000,3.480000,3.515000,3.227684,79082400
2011-11-02,3.550000,3.567500,3.382500,3.455000,3.172588,96160800
2011-11-03,3.492500,3.670000,3.400000,3.662500,3.363126,74937200
2011-11-04,3.630000,3.717500,3.572500,3.705000,3.402153,65484000
2011-11-07,3.677500,3.740000,3.600000,3.685000,3.383788,61353600
2011-11-08,3.732500,3.792500,3.672500,3.770000,3.461840,54972800
2011-11-09,3.682500,3.730000,3.565000,3.580000,3.287370,53224400
2011-11-10,3.667500,3.705000,3.527500,3.617500,3.321805,99048400
2011-11-11,3.720000,3.775000,3.517500,3.745000,3.438883,175156000
2011-11-14,3.745000,3.782500,3.662500,3.672500,3.372309,50029200
2011-11-15,3.637500,3.747500,3.627500,3.720000,3.415927,50566000
2011-11-16,3.650000,3.747500,3.632500,3.645000,3.347058,51242000
2011-11-17,3.637500,3.647500,3.450000,3.515000,3.227684,65750400
2011-11-18,3.535000,3.535000,3.445000,3.482500,3.197840,50135200
2011-11-21,3.427500,3.692500,3.375000,3.657500,3.358535,133078800
2011-11-22,3.697500,3.790000,3.677500,3.770000,3.461840,128748000
2011-11-23,3.730000,3.757500,3.607500,3.610000,3.314918,82534000
2011-11-25,3.562500,3.645000,3.500000,3.510000,3.223092,40662000
2011-11-28,3.625000,3.762500,3.625000,3.707500,3.404448,69061600
2011-11-29,3.702500,3.775000,3.667500,3.727500,3.422813,62344000
2011-11-30,3.840000,3.917500,3.807500,3.907500,3.588101,73032400
2011-12-01,3.875000,3.965000,3.857500,3.955000,3.631718,52976000
2011-12-02,3.997500,4.012500,3.892500,3.930000,3.608760,54646400
